vid,yid,start,end,raw-text,tokenized-text,gloss,split,duration_sec,word_count,status
edY8MnMxLvQ-00:12:50.436-00:12:53.405,edY8MnMxLvQ,00:12:50.436,00:12:53.405,See you tomorrow and stay with the light!,see you tomorrow and stay with the light,,train,2.968999999999937,8,missing_npz
nSPiSnDaVfA-00:02:51.937-00:02:55.876,nSPiSnDaVfA,00:02:51.937,00:02:55.876,Covid-19 is still here and spiking.,covid-19 is still here and spiking,,train,3.938999999999993,6,missing_npz
nSPiSnDaVfA-00:02:14.901-00:02:18.170,nSPiSnDaVfA,00:02:14.901,00:02:18.170,It's profound to see this.,it 's profound to see this,,train,3.269000000000005,6,missing_npz
nSPiSnDaVfA-00:00:49.950-00:00:57.024,nSPiSnDaVfA,00:00:49.950,00:00:57.024,His name is Rafael Eli.,his name is rafael eli,,train,7.073999999999998,5,missing_npz
nSPiSnDaVfA-00:00:03.469-00:00:06.706,nSPiSnDaVfA,00:00:03.469,00:00:06.706,"It is Wednesday, July 1.","it is wednesday, july 1",,train,3.2370000000000005,5,missing_npz
EJOkupsVoqc-00:04:06.788-00:04:08.414,EJOkupsVoqc,00:04:06.788,00:04:08.414,Captioned by aslcaptions.com,captioned by aslcaptions.com,,train,1.6259999999999764,3,missing_npz
045-gE1O_hQ-00:02:17.054-00:02:19.931,045-gE1O_hQ,00:02:17.054,00:02:19.931,It's when someone gets angry and strikes someone else.,it 's when someone gets angry and strikes someone else,,train,2.877000000000009,10,missing_npz
045-gE1O_hQ-00:01:01.103-00:01:07.441,045-gE1O_hQ,00:01:01.103,00:01:07.441,So I hope I can answer your questions about the Mavrick case.,so i hope i can answer your questions about the mavrick case,,train,6.338000000000001,12,missing_npz
045-gE1O_hQ-00:00:45.503-00:00:48.881,045-gE1O_hQ,00:00:45.503,00:00:48.881,That's the DA in New York County.,that 's the da in new york county,,train,3.378,8,missing_npz
045-gE1O_hQ-00:00:26.818-00:00:32.865,045-gE1O_hQ,00:00:26.818,00:00:32.865,"I've been an attorney for a long time, since 1982.",i 've been an attorney for a long time since 1982,,train,6.047000000000001,11,missing_npz
045-gE1O_hQ-00:00:20.896-00:00:26.818,045-gE1O_hQ,00:00:20.896,00:00:26.818,My name is Michael Schwartz.,my name is michael schwartz,,train,5.922000000000001,5,missing_npz
045-gE1O_hQ-00:00:18.559-00:00:20.896,045-gE1O_hQ,00:00:18.559,00:00:20.896,Hello Alex.,hello alex,,train,2.337,2,missing_npz
045-gE1O_hQ-00:00:05.839-00:00:07.924,045-gE1O_hQ,00:00:05.839,00:00:07.924,Thank you for joining us again.,thank you for joining us again,,train,2.085,6,missing_npz
045-gE1O_hQ-00:00:03.711-00:00:05.839,045-gE1O_hQ,00:00:03.711,00:00:05.839,"Hello, Michael!",hello michael,,train,2.128000000000001,2,missing_npz
nSPiSnDaVfA-00:15:30.096-00:15:31.730,nSPiSnDaVfA,00:15:30.096,00:15:31.730,Captioned by aslcaptions.com,captioned by aslcaptions.com,,train,1.6340000000000146,3,missing_npz
MrhkBkhMXaE-00:00:06.423-00:00:09.249,MrhkBkhMXaE,00:00:06.423,00:00:09.249,"It's Tuesday, December 3.","it 's tuesday, december 3",,train,2.8260000000000005,5,missing_npz
N5aSQrkx1fE-00:02:28.314-00:02:31.217,N5aSQrkx1fE,00:02:28.314,00:02:31.217,It was a thriving community.,it was a thriving community,,train,2.902999999999992,5,missing_npz
N5aSQrkx1fE-00:01:14.908-00:01:18.545,N5aSQrkx1fE,00:01:14.908,00:01:18.545,The media has put out false information.,the media has put out false information,,train,3.637000000000001,7,missing_npz
N5aSQrkx1fE-00:01:10.403-00:01:14.908,N5aSQrkx1fE,00:01:10.403,00:01:14.908,"I'll show you CHAZ or its new name, CHOP.",i 'll show you chaz or its new name chop,,train,4.504999999999996,10,missing_npz
N5aSQrkx1fE-00:01:06.132-00:01:10.403,N5aSQrkx1fE,00:01:06.132,00:01:10.403,"Hello, I'm here in Seattle, Washington.",hello i 'm here in seattle washington,,train,4.271000000000001,7,missing_npz
N5aSQrkx1fE-00:06:03.529-00:06:06.333,N5aSQrkx1fE,00:06:03.529,00:06:06.333,So yeah.,so yeah,,train,2.8040000000000305,2,missing_npz
N5aSQrkx1fE-00:06:11.170-00:06:13.807,N5aSQrkx1fE,00:06:11.170,00:06:13.807,Captioned by aslcaptions.com,captioned by aslcaptions.com,,train,2.6370000000000005,3,missing_npz
kTrTETgKpBw-00:17:36.012-00:17:37.681,kTrTETgKpBw,00:17:36.012,00:17:37.681,Captioned by www.aslcaptions.com,captioned by www.aslcaptions.com,,train,1.6690000000000964,3,missing_npz
kTrTETgKpBw-00:17:33.301-00:17:36.012,kTrTETgKpBw,00:17:33.301,00:17:36.012,See you tomorrow and stay with the light!,see you tomorrow and stay with the light,,train,2.7110000000000127,8,missing_npz
SKafIuSCb_0-00:00:00.209-00:00:04.086,SKafIuSCb_0,00:00:00.209,00:00:04.086,"It is Thursday, October 22.","it is thursday, october 22",,train,3.877,5,missing_npz
edY8MnMxLvQ-00:00:03.337-00:00:06.472,edY8MnMxLvQ,00:00:03.337,00:00:06.472,"It is Thursday, July 2.","it is thursday, july 2",,train,3.135,5,missing_npz
SKafIuSCb_0-00:11:17.759-00:11:19.220,SKafIuSCb_0,00:11:17.759,00:11:19.220,Captioned by aslcaptions.com,captioned by aslcaptions.com,,train,1.4610000000000127,3,missing_npz
SKafIuSCb_0-00:03:30.293-00:03:34.756,SKafIuSCb_0,00:03:30.293,00:03:34.756,Iran denied the allegations.,iran denied the allegations,,train,4.462999999999994,4,missing_npz
SKafIuSCb_0-00:09:30.674-00:09:34.990,SKafIuSCb_0,00:09:30.674,00:09:34.990,ET at Belmont University in Nashville.,et at belmont university in nashville,,train,4.316000000000031,6,missing_npz
SKafIuSCb_0-00:08:59.246-00:09:05.128,SKafIuSCb_0,00:08:59.246,00:09:05.128,There is an investigation and the officer is on administrative leave.,there is an investigation and the officer is on administrative leave,,train,5.882000000000062,11,missing_npz
KNSzYn2wGa4-00:07:09.663-00:07:12.031,KNSzYn2wGa4,00:07:09.663,00:07:12.031,Go ahead and take the vaccine and fight the disease.,go ahead and take the vaccine and fight the disease,,train,2.367999999999995,10,missing_npz
KNSzYn2wGa4-00:06:43.002-00:06:44.870,KNSzYn2wGa4,00:06:43.002,00:06:44.870,I like how you explain it.,i like how you explain it,,train,1.867999999999995,6,missing_npz
KNSzYn2wGa4-00:06:41.033-00:06:43.002,KNSzYn2wGa4,00:06:41.033,00:06:43.002,"It is safe, indeed.",it is safe indeed,,train,1.968999999999994,4,missing_npz
KNSzYn2wGa4-00:07:13.666-00:07:15.035,KNSzYn2wGa4,00:07:13.666,00:07:15.035,The numbers look good.,the numbers look good,,train,1.3690000000000282,4,missing_npz
KNSzYn2wGa4-00:07:15.035-00:07:16.670,KNSzYn2wGa4,00:07:15.035,00:07:16.670,Let me get it.,let me get it,,train,1.634999999999991,4,missing_npz
KNSzYn2wGa4-00:07:21.975-00:07:24.377,KNSzYn2wGa4,00:07:21.975,00:07:24.377,It means there is soreness and some pain.,it means there is soreness and some pain,,train,2.401999999999987,8,missing_npz
KNSzYn2wGa4-00:08:25.939-00:08:27.740,KNSzYn2wGa4,00:08:25.939,00:08:27.740,The data was lousy.,the data was lousy,,train,1.8009999999999875,4,missing_npz
KNSzYn2wGa4-00:08:16.862-00:08:23.836,KNSzYn2wGa4,00:08:16.862,00:08:23.836,"It's not like the last time when we talked about HCQ, hydroxychloroquine.",it 's not like the last time when we talked about hcq hydroxychloroquine,,train,6.9739999999999895,13,missing_npz
KNSzYn2wGa4-00:07:16.670-00:07:21.975,KNSzYn2wGa4,00:07:16.670,00:07:21.975,84% had a site reaction.,84% had a site reaction,,train,5.305000000000007,5,missing_npz
KNSzYn2wGa4-00:07:31.817-00:07:35.555,KNSzYn2wGa4,00:07:31.817,00:07:35.555,38% had pain in the arm.,38% had pain in the arm,,train,3.738,6,missing_npz
KNSzYn2wGa4-00:07:29.516-00:07:31.817,KNSzYn2wGa4,00:07:29.516,00:07:31.817,55% had headaches.,55% had headaches,,train,2.300999999999988,3,missing_npz
KNSzYn2wGa4-00:07:25.812-00:07:29.516,KNSzYn2wGa4,00:07:25.812,00:07:29.516,62% had fatigue.,62% had fatigue,,train,3.704000000000008,3,missing_npz
KNSzYn2wGa4-00:07:24.377-00:07:25.812,KNSzYn2wGa4,00:07:24.377,00:07:25.812,That's to be expected.,that 's to be expected,,train,1.4350000000000025,5,missing_npz
KNSzYn2wGa4-00:08:27.740-00:08:31.276,KNSzYn2wGa4,00:08:27.740,00:08:31.276,But there were still people who argued that it would work.,but there were still people who argued that it would work,,train,3.5360000000000014,11,missing_npz
KNSzYn2wGa4-00:05:08.641-00:05:12.245,KNSzYn2wGa4,00:05:08.641,00:05:12.245,"But you've helped me to see that no, this is historic!",but you 've helped me to see that no this is historic,,train,3.603999999999985,12,missing_npz
KNSzYn2wGa4-00:03:12.658-00:03:15.228,KNSzYn2wGa4,00:03:12.658,00:03:15.228,It's really moving fast.,it 's really moving fast,,train,2.5700000000000216,5,missing_npz
KNSzYn2wGa4-00:03:07.954-00:03:12.658,KNSzYn2wGa4,00:03:07.954,00:03:12.658,"So this week I will be getting my vaccine, hopefully.",so this week i will be getting my vaccine hopefully,,train,4.703999999999979,10,missing_npz
KNSzYn2wGa4-00:03:03.650-00:03:04.985,KNSzYn2wGa4,00:03:03.650,00:03:04.985,You can't.,you ca n't,,train,1.335000000000008,3,missing_npz
KNSzYn2wGa4-00:01:58.484-00:02:03.990,KNSzYn2wGa4,00:01:58.484,00:02:03.990,How is your hospital handling it with deciding the order?,how is your hospital handling it with deciding the order,,train,5.505999999999986,10,missing_npz
KNSzYn2wGa4-00:05:05.738-00:05:07.406,KNSzYn2wGa4,00:05:05.738,00:05:07.406,"So it's like, okay, we have a vaccine here.",so it 's like okay we have a vaccine here,,train,1.6680000000000064,10,missing_npz
KNSzYn2wGa4-00:04:53.593-00:04:55.961,KNSzYn2wGa4,00:04:53.593,00:04:55.961,You've helped me to have that perspective.,you 've helped me to have that perspective,,train,2.367999999999995,8,missing_npz
KNSzYn2wGa4-00:04:49.255-00:04:52.492,KNSzYn2wGa4,00:04:49.255,00:04:52.492,"That kind of history, we're here now.",that kind of history we 're here now,,train,3.237000000000023,8,missing_npz
KNSzYn2wGa4-00:04:40.814-00:04:42.415,KNSzYn2wGa4,00:04:40.814,00:04:42.415,It was truly horrible.,it was truly horrible,,train,1.600999999999999,4,missing_npz
KNSzYn2wGa4-00:04:19.059-00:04:21.161,KNSzYn2wGa4,00:04:19.059,00:04:21.161,It's amazing how it's gotten to...,it 's amazing how it 's gotten to ...,,train,2.1019999999999754,9,missing_npz
KNSzYn2wGa4-00:08:31.276-00:08:33.746,KNSzYn2wGa4,00:08:31.276,00:08:33.746,"But that's gone away since, right?",but that 's gone away since right,,train,2.4699999999999704,7,missing_npz
KNSzYn2wGa4-00:08:35.014-00:08:37.484,KNSzYn2wGa4,00:08:35.014,00:08:37.484,You're not hearing any talk about HCQ.,you 're not hearing any talk about hcq,,train,2.470000000000028,8,missing_npz
BVrZ2mPsdS0-00:09:34.832-00:09:39.457,BVrZ2mPsdS0,00:09:34.832,00:09:39.457,I went inside and was sitting down.,i went inside and was sitting down,,train,4.625,7,missing_npz
BVrZ2mPsdS0-00:09:30.291-00:09:34.832,BVrZ2mPsdS0,00:09:30.291,00:09:34.832,Brim went to one and I went to the other.,brim went to one and i went to the other,,train,4.54099999999994,10,missing_npz
KNSzYn2wGa4-00:09:23.797-00:09:26.533,KNSzYn2wGa4,00:09:23.797,00:09:26.533,I think you can just look at the numbers.,i think you can just look at the numbers,,train,2.73599999999999,9,missing_npz
KNSzYn2wGa4-00:09:21.995-00:09:23.797,KNSzYn2wGa4,00:09:21.995,00:09:23.797,The other side has no deaths.,the other side has no deaths,,train,1.802000000000021,6,missing_npz
KNSzYn2wGa4-00:09:09.481-00:09:11.551,KNSzYn2wGa4,00:09:09.481,00:09:11.551,Which is scarier?,which is scarier,,train,2.07000000000005,3,missing_npz
KNSzYn2wGa4-00:09:04.344-00:09:09.481,KNSzYn2wGa4,00:09:04.344,00:09:09.481,"I look at this way, which would you rather get, the vaccine or the coronavirus?",i look at this way which would you rather get the vaccine or the coronavirus,,train,5.136999999999944,15,missing_npz
KNSzYn2wGa4-00:09:00.273-00:09:04.344,KNSzYn2wGa4,00:09:00.273,00:09:04.344,"It feels like we're so close, but it's getting harder.",it feels like we 're so close but it 's getting harder,,train,4.071000000000026,12,missing_npz
KNSzYn2wGa4-00:08:46.893-00:08:50.562,KNSzYn2wGa4,00:08:46.893,00:08:50.562,"Now, we know that this vaccine will work.",now we know that this vaccine will work,,train,3.668999999999983,8,missing_npz
KNSzYn2wGa4-00:08:43.355-00:08:44.758,KNSzYn2wGa4,00:08:43.355,00:08:44.758,"No, he didn't.",no he did n't,,train,1.40300000000002,4,missing_npz
KNSzYn2wGa4-00:08:38.118-00:08:43.355,KNSzYn2wGa4,00:08:38.118,00:08:43.355,"When President Trump was hospitalized with coronavirus, he didn't receive HCQ.",when president trump was hospitalized with coronavirus he did n't receive hcq,,train,5.236999999999966,12,missing_npz
KNSzYn2wGa4-00:09:11.551-00:09:18.224,KNSzYn2wGa4,00:09:11.551,00:09:18.224,"I would rather take the vaccine than to deny it and end up with the coronavirus, which can possibly kill you.",i would rather take the vaccine than to deny it and end up with the coronavirus which can possibly kill you,,train,6.673000000000002,21,missing_npz
KNSzYn2wGa4-00:10:01.366-00:10:03.068,KNSzYn2wGa4,00:10:01.366,00:10:03.068,So let's do it.,so let 's do it,,train,1.7019999999999982,5,missing_npz
BVrZ2mPsdS0-00:00:06.738-00:00:09.666,BVrZ2mPsdS0,00:00:06.738,00:00:09.666,"It is Thursday, December 5.","it is thursday, december 5",,train,2.928,5,missing_npz
KNSzYn2wGa4-00:10:40.139-00:10:42.542,KNSzYn2wGa4,00:10:40.139,00:10:42.542,I really appreciate your time and your important work.,i really appreciate your time and your important work,,train,2.40300000000002,9,missing_npz
KNSzYn2wGa4-00:10:32.465-00:10:35.277,KNSzYn2wGa4,00:10:32.465,00:10:35.277,It will.,it will,,train,2.812000000000012,2,missing_npz
KNSzYn2wGa4-00:10:29.495-00:10:32.465,KNSzYn2wGa4,00:10:29.495,00:10:32.465,Times are hard right now but things will get better.,times are hard right now but things will get better,,train,2.970000000000028,10,missing_npz
KNSzYn2wGa4-00:10:24.090-00:10:25.758,KNSzYn2wGa4,00:10:24.090,00:10:25.758,I just can't.,i just ca n't,,train,1.6680000000000064,4,missing_npz
KNSzYn2wGa4-00:10:10.976-00:10:14.780,KNSzYn2wGa4,00:10:10.976,00:10:14.780,Continue to isolate and staying home.,continue to isolate and staying home,,train,3.8039999999999736,6,missing_npz
KNSzYn2wGa4-00:10:08.640-00:10:10.976,KNSzYn2wGa4,00:10:08.640,00:10:10.976,Maintain social distancing.,maintain social distancing,,train,2.3360000000000127,3,missing_npz
KNSzYn2wGa4-00:10:35.277-00:10:37.034,KNSzYn2wGa4,00:10:35.277,00:10:37.034,Yes.,yes,,train,1.7569999999999482,1,missing_npz
CUIp1T0qhWs-00:15:39.104-00:15:46.361,CUIp1T0qhWs,00:15:39.104,00:15:46.361,I was deaf and many of these farmers and their boys were called into the military at the time.,i was deaf and many of these farmers and their boys were called into the military at the time,,train,7.256999999999948,19,missing_npz
CUIp1T0qhWs-00:18:24.789-00:18:26.980,CUIp1T0qhWs,00:18:24.789,00:18:26.980,It's so short.,it 's so short,,train,2.191000000000031,4,missing_npz
CUIp1T0qhWs-00:18:21.141-00:18:24.789,CUIp1T0qhWs,00:18:21.141,00:18:24.789,Time goes by really fast.,time goes by really fast,,train,3.647999999999911,5,missing_npz
CUIp1T0qhWs-00:17:31.759-00:17:36.262,CUIp1T0qhWs,00:17:31.759,00:17:36.262,They needed men to move around the heavy stuff.,they needed men to move around the heavy stuff,,train,4.502999999999929,9,missing_npz
CUIp1T0qhWs-00:15:03.652-00:15:06.739,CUIp1T0qhWs,00:15:03.652,00:15:06.739,I left in 1943.,i left in 1943,,train,3.086999999999989,4,missing_npz
CUIp1T0qhWs-00:12:21.365-00:12:26.202,CUIp1T0qhWs,00:12:21.365,00:12:26.202,Do we have that photo ready for the projector?,do we have that photo ready for the projector,,train,4.836999999999989,9,missing_npz
CUIp1T0qhWs-00:12:16.152-00:12:21.365,CUIp1T0qhWs,00:12:16.152,00:12:21.365,"So, before we get started, I have this picture of you all from back then.",so before we get started i have this picture of you all from back then,,train,5.212999999999965,15,missing_npz
CUIp1T0qhWs-00:11:49.250-00:11:55.172,CUIp1T0qhWs,00:11:49.250,00:11:55.172,I feel that it's my utmost obligation for PSD.,i feel that it 's my utmost obligation for psd,,train,5.9220000000000255,10,missing_npz
CUIp1T0qhWs-00:12:39.174-00:12:46.014,CUIp1T0qhWs,00:12:39.174,00:12:46.014,I didn't include this in the program book because I didn't want this information to leak out and get your wife involved.,i did n't include this in the program book because i did n't want this information to leak out and get your wife involved,,train,6.840000000000032,24,missing_npz
CUIp1T0qhWs-00:12:47.892-00:12:50.602,CUIp1T0qhWs,00:12:47.892,00:12:50.602,Thank you all for keeping this a secret.,thank you all for keeping this a secret,,train,2.7099999999999227,8,missing_npz
CUIp1T0qhWs-00:13:55.668-00:13:57.586,CUIp1T0qhWs,00:13:55.668,00:13:57.586,Very nice honor.,very nice honor,,train,1.9180000000000064,3,missing_npz
CUIp1T0qhWs-00:13:50.120-00:13:51.996,CUIp1T0qhWs,00:13:50.120,00:13:51.996,Thank you very much.,thank you very much,,train,1.8759999999999764,4,missing_npz
CUIp1T0qhWs-00:13:48.076-00:13:50.120,CUIp1T0qhWs,00:13:48.076,00:13:50.120,Thank you all!,thank you all,,train,2.0439999999999827,3,missing_npz
CUIp1T0qhWs-00:13:46.200-00:13:48.076,CUIp1T0qhWs,00:13:46.200,00:13:48.076,He's has formally graduated.,he 's has formally graduated,,train,1.8759999999999764,5,missing_npz
CUIp1T0qhWs-00:13:39.275-00:13:41.736,CUIp1T0qhWs,00:13:39.275,00:13:41.736,"His family can join us up here, they can join us here.",his family can join us up here they can join us here,,train,2.4610000000000127,12,missing_npz
ktR9byDWmoQ-00:10:29.461-00:10:35.168,ktR9byDWmoQ,00:10:29.461,00:10:35.168,"The fire has burned over 143,000 acres.","the fire has burned over 143,000 acres",,train,5.706999999999994,7,missing_npz
ktR9byDWmoQ-00:11:42.668-00:11:45.738,ktR9byDWmoQ,00:11:42.668,00:11:45.738,Check out our Deaf News videos.,check out our deaf news videos,,train,3.07000000000005,6,missing_npz
ktR9byDWmoQ-00:11:49.174-00:11:51.110,ktR9byDWmoQ,00:11:49.174,00:11:51.110,Captioned by aslcaptions.com,captioned by aslcaptions.com,,train,1.936000000000036,3,missing_npz
ktR9byDWmoQ-00:11:45.738-00:11:49.174,ktR9byDWmoQ,00:11:45.738,00:11:49.174,See you tomorrow and stay with the light!,see you tomorrow and stay with the light,,train,3.435999999999922,8,missing_npz
KNSzYn2wGa4-00:00:23.056-00:00:28.762,KNSzYn2wGa4,00:00:23.056,00:00:28.762,How important is this vaccine from your viewpoint as a doctor?,how important is this vaccine from your viewpoint as a doctor,,train,5.706,11,missing_npz
KNSzYn2wGa4-00:00:04.570-00:00:07.541,KNSzYn2wGa4,00:00:04.570,00:00:07.541,How are you doing so far?,how are you doing so far,,train,2.971,6,missing_npz
KNSzYn2wGa4-00:00:00.033-00:00:03.103,KNSzYn2wGa4,00:00:00.033,00:00:03.103,"Hello, Dr. IV Mirus!",hello dr. iv mirus,,train,3.0700000000000003,4,missing_npz
ktR9byDWmoQ-00:00:55.389-00:00:59.692,ktR9byDWmoQ,00:00:55.389,00:00:59.692,He will be in Nevada on Saturday.,he will be in nevada on saturday,,train,4.302999999999997,7,missing_npz
