vid	yid	start	end	raw-text	tokenized-text	gloss	split	duration_sec	word_count
pnrrxWEKZUw-00:04:54.560-00:04:56.360	pnrrxWEKZUw	00:04:54.560	00:04:56.360	They are super friendly.	they are super friendly		train	1.8000000000000114	4
pnrrxWEKZUw-00:06:21.920-00:06:24.439	pnrrxWEKZUw	00:06:21.920	00:06:24.439	Oscar Petrov is the U.S. player who beat the one Italian  player.	oscar petrov is the u.s. player who beat the one italian player		train	2.519000000000005	12
pnrrxWEKZUw-00:07:12.040-00:07:16.639	pnrrxWEKZUw	00:07:12.040	00:07:16.639	Today s medal count   In first place is Russia with a total of 26 medals.	today s medal count in first place is russia with a total of 26 medals		train	4.5989999999999895	15
pnrrxWEKZUw-00:07:19.040-00:07:25.319	pnrrxWEKZUw	00:07:19.040	00:07:25.319	Three countries tied with 3 medals each: France, Ukraine, and Czech Republic.	three countries tied with 3 medals each france ukraine and czech republic		train	6.278999999999996	12
WSPCvubQxoI-00:01:58.518-00:02:01.787	WSPCvubQxoI	00:01:58.518	00:02:01.787	The barge was allowed to hit the bridge.	the barge was allowed to hit the bridge		train	3.269000000000005	8
WSPCvubQxoI-00:00:22.054-00:00:26.826	WSPCvubQxoI	00:00:22.054	00:00:26.826	There is severe flooding in many areas.	there is severe flooding in many areas		train	4.772000000000002	7
pnrrxWEKZUw-00:07:16.639-00:07:19.040	pnrrxWEKZUw	00:07:16.639	00:07:19.040	Second place is Italy with 4  medals.	second place is italy with 4 medals		train	2.4010000000000105	7
WSPCvubQxoI-00:00:00.500-00:00:03.604	WSPCvubQxoI	00:00:00.500	00:00:03.604	It is Wednesday, September 16.	it is wednesday, september 16		train	3.104	5
pnrrxWEKZUw-00:07:41.279-00:07:42.600	pnrrxWEKZUw	00:07:41.279	00:07:42.600	Captioned by aslcaptions.com	captioned by aslcaptions.com		train	1.3210000000000264	3
pnrrxWEKZUw-00:07:36.319-00:07:37.850	pnrrxWEKZUw	00:07:36.319	00:07:37.850	That s all for today.	that s all for today		train	1.531000000000006	5
pnrrxWEKZUw-00:07:28.319-00:07:36.319	pnrrxWEKZUw	00:07:28.319	00:07:36.319	The first one for a  big city  and  small town .	the first one for a big city and small town		train	8.0	10
pnrrxWEKZUw-00:07:25.319-00:07:28.319	pnrrxWEKZUw	00:07:25.319	00:07:28.319	Now, I d like to teach you two Italian signs.	now i d like to teach you two italian signs		train	3.0	10
WSPCvubQxoI-00:00:03.604-00:00:07.073	WSPCvubQxoI	00:00:03.604	00:00:07.073	Here are today's top news briefs.	here are today 's top news briefs		train	3.4690000000000003	7
yYYYXAAbH7A-00:00:15.223-00:00:19.184	yYYYXAAbH7A	00:00:15.223	00:00:19.184	Here are three top news briefs.	here are three top news briefs		train	3.961	6
UBHIPWeJzUE-00:03:01.814-00:03:04.850	UBHIPWeJzUE	00:03:01.814	00:03:04.850	Now, here's the Biden recap.	now here 's the biden recap		train	3.0360000000000014	6
u919vf-yghQ-00:00:03.711-00:00:06.381	u919vf-yghQ	00:00:03.711	00:00:06.381	Hello, welcome to the Daily Moth.	hello welcome to the daily moth		train	2.6700000000000004	6
poWavwlUcwI-00:05:13.521-00:05:17.942	poWavwlUcwI	00:05:13.521	00:05:17.942	Thank you David for explaining your insights, coming from a poll worker.	thank you david for explaining your insights coming from a poll worker		train	4.420999999999992	12
poWavwlUcwI-00:05:10.310-00:05:13.521	poWavwlUcwI	00:05:10.310	00:05:13.521	So with that I know what is going on.	so with that i know what is going on		train	3.2110000000000127	9
poWavwlUcwI-00:05:05.555-00:05:10.310	poWavwlUcwI	00:05:05.555	00:05:10.310	I know it's different in Pennsylvania.	i know it 's different in pennsylvania		train	4.754999999999996	7
poWavwlUcwI-00:05:03.845-00:05:05.555	poWavwlUcwI	00:05:03.845	00:05:05.555	That's Kansas law.	that 's kansas law		train	1.7099999999999795	4
poWavwlUcwI-00:04:49.831-00:04:53.418	poWavwlUcwI	00:04:49.831	00:04:53.418	If they had a signature, they would be moved up, but if not, they would be put aside.	if they had a signature they would be moved up but if not they would be put aside		train	3.586999999999989	18
poWavwlUcwI-00:04:43.824-00:04:49.831	poWavwlUcwI	00:04:43.824	00:04:49.831	Then another group would open them up and look at the signatures.	then another group would open them up and look at the signatures		train	6.007000000000005	12
u919vf-yghQ-00:00:06.381-00:00:09.349	u919vf-yghQ	00:00:06.381	00:00:09.349	It is Thursday, July 4th.	it is thursday, july 4th		train	2.968	5
poWavwlUcwI-00:04:36.651-00:04:43.824	poWavwlUcwI	00:04:36.651	00:04:43.824	They would bring in a batch of mail-in ballots and count the envelopes.	they would bring in a batch of mail in ballots and count the envelopes		train	7.173000000000002	14
poWavwlUcwI-00:03:57.278-00:04:03.075	poWavwlUcwI	00:03:57.278	00:04:03.075	So, the machine knows what is right and what is wrong, not me.	so the machine knows what is right and what is wrong not me		train	5.796999999999997	13
poWavwlUcwI-00:03:52.022-00:03:57.278	poWavwlUcwI	00:03:52.022	00:03:57.278	"He said ""oh"" and then redid his ballot in the right way so the machine could read it."	he said oh and then redid his ballot in the right way so the machine could read it		train	5.256	18
poWavwlUcwI-00:03:46.977-00:03:52.022	poWavwlUcwI	00:03:46.977	00:03:52.022	I told him to not write down the names unless it was for a different party or for a different candidate.	i told him to not write down the names unless it was for a different party or for a different candidate		train	5.044999999999988	21
poWavwlUcwI-00:03:30.919-00:03:34.338	poWavwlUcwI	00:03:30.919	00:03:34.338	The ballot is unreadable so we deal with that.	the ballot is unreadable so we deal with that		train	3.4189999999999827	9
poWavwlUcwI-00:03:27.498-00:03:30.919	poWavwlUcwI	00:03:27.498	00:03:30.919	It's like they're a little boy with the mess.	it 's like they 're a little boy with the mess		train	3.4210000000000207	11
poWavwlUcwI-00:04:30.728-00:04:36.651	poWavwlUcwI	00:04:30.728	00:04:36.651	During my break times, I saw people working on mail-in ballots.	during my break times i saw people working on mail in ballots		train	5.923000000000002	12
poWavwlUcwI-00:03:14.568-00:03:19.366	poWavwlUcwI	00:03:14.568	00:03:19.366	"They'll say ""oh"" and I'll bring another paper so they can redo it the right way."	they 'll say oh and i 'll bring another paper so they can redo it the right way		train	4.797999999999973	18
u919vf-yghQ-00:00:09.349-00:00:16.850	u919vf-yghQ	00:00:09.349	00:00:16.850	I m Christian Young, again subbing for Alex, who is out-of-state.	i m christian young again subbing for alex who is out of state		train	7.501000000000001	13
u919vf-yghQ-00:07:22.963-00:07:26.987	u919vf-yghQ	00:07:22.963	00:07:26.987	"question"" to be asked in the 2020 Census."	question to be asked in the 2020 census		train	4.024000000000001	8
u919vf-yghQ-00:00:16.850-00:00:19.602	u919vf-yghQ	00:00:16.850	00:00:19.602	Are you ready for today s news?	are you ready for today s news		train	2.751999999999999	7
u919vf-yghQ-00:03:36.591-00:03:40.594	u919vf-yghQ	00:03:36.591	00:03:40.594	He ended his term in 2018.	he ended his term in 2018		train	4.002999999999986	6
u919vf-yghQ-00:02:38.116-00:02:43.288	u919vf-yghQ	00:02:38.116	00:02:43.288	The link to Amash s full Washington Post op-ed article is in the transcript.	the link to amash s full washington post op ed article is in the transcript		train	5.1720000000000255	15
u919vf-yghQ-00:04:01.381-00:04:04.492	u919vf-yghQ	00:04:01.381	00:04:04.492	"I wish them the best."""	i wish them the best		train	3.11099999999999	5
poWavwlUcwI-00:03:10.816-00:03:14.568	poWavwlUcwI	00:03:10.816	00:03:14.568	So I will tell them they are wrong and explain.	so i will tell them they are wrong and explain		train	3.7520000000000095	10
poWavwlUcwI-00:02:55.758-00:03:02.723	poWavwlUcwI	00:02:55.758	00:03:02.723	There are two different kinds of ballots that people ask for - a machine/printed ballot or a paper ballot.	there are two different kinds of ballots that people ask for a machine printed ballot or a paper ballot		train	6.965000000000003	19
poWavwlUcwI-00:00:23.397-00:00:28.611	poWavwlUcwI	00:00:23.397	00:00:28.611	I was curious and got involved with the Johnson County Election Office.	i was curious and got involved with the johnson county election office		train	5.214000000000002	12
poWavwlUcwI-00:00:20.394-00:00:23.397	poWavwlUcwI	00:00:20.394	00:00:23.397	12 years ago I retired from my job.	12 years ago i retired from my job		train	3.003	8
poWavwlUcwI-00:00:13.846-00:00:16.182	poWavwlUcwI	00:00:13.846	00:00:16.182	There is a deaf school here.	there is a deaf school here		train	2.3359999999999985	6
poWavwlUcwI-00:00:07.424-00:00:13.846	poWavwlUcwI	00:00:07.424	00:00:13.846	My name is David Westerman from Olathe, Kansas.	my name is david westerman from olathe kansas		train	6.422	8
poWavwlUcwI-00:00:00.375-00:00:07.424	poWavwlUcwI	00:00:00.375	00:00:07.424	I'll show an interview with a poll worker from Kansas.	i 'll show an interview with a poll worker from kansas		train	7.049	11
eK0qbGyQ-eA-00:12:22.032-00:12:24.118	eK0qbGyQ-eA	00:12:22.032	00:12:24.118	Captioned by www.aslcaptions.com	captioned by www.aslcaptions.com		train	2.0860000000000127	3
eK0qbGyQ-eA-00:12:19.113-00:12:22.032	eK0qbGyQ-eA	00:12:19.113	00:12:22.032	See you tomorrow and stay with the light!	see you tomorrow and stay with the light		train	2.9189999999999827	8
eK0qbGyQ-eA-00:12:16.360-00:12:19.113	eK0qbGyQ-eA	00:12:16.360	00:12:19.113	That is all for today.	that is all for today		train	2.7530000000000427	5
eK0qbGyQ-eA-00:12:10.270-00:12:13.941	eK0qbGyQ-eA	00:12:10.270	00:12:13.941	The link to the bill is in the transcript.	the link to the bill is in the transcript		train	3.671000000000049	9
eK0qbGyQ-eA-00:10:13.528-00:10:20.577	eK0qbGyQ-eA	00:10:13.528	00:10:20.577	Rep. Brostoff represents the 19th District in Milwaukee.	rep. brostoff represents the 19th district in milwaukee		train	7.048999999999978	8
eK0qbGyQ-eA-00:09:41.663-00:09:45.875	eK0qbGyQ-eA	00:09:41.663	00:09:45.875	The hair-cutting ceremony was streamed LIVE on Facebook.	the hair cutting ceremony was streamed live on facebook		train	4.211999999999989	9
poWavwlUcwI-00:01:15.784-00:01:17.493	poWavwlUcwI	00:01:15.784	00:01:17.493	That's a good question.	that 's a good question		train	1.708999999999989	5
poWavwlUcwI-00:02:51.545-00:02:55.758	poWavwlUcwI	00:02:51.545	00:02:55.758	This is for paper ballots.	this is for paper ballots		train	4.212999999999994	5
poWavwlUcwI-00:02:44.372-00:02:51.545	poWavwlUcwI	00:02:44.372	00:02:51.545	Unless there is a problem and I'm called, then I will ask if I can look at it.	unless there is a problem and i 'm called then i will ask if i can look at it		train	7.173000000000002	19
poWavwlUcwI-00:02:41.870-00:02:44.372	poWavwlUcwI	00:02:41.870	00:02:44.372	I can't read it.	i ca n't read it		train	2.502000000000009	5
poWavwlUcwI-00:02:29.191-00:02:31.068	poWavwlUcwI	00:02:29.191	00:02:31.068	They are locked.	they are locked		train	1.877000000000009	3
poWavwlUcwI-00:02:23.935-00:02:29.191	poWavwlUcwI	00:02:23.935	00:02:29.191	I don't see how we can change or fix the machines.	i do n't see how we can change or fix the machines		train	5.256	12
poWavwlUcwI-00:02:17.846-00:02:23.935	poWavwlUcwI	00:02:17.846	00:02:23.935	And really, I'm not very adept with technology.	and really i 'm not very adept with technology		train	6.088999999999999	9
poWavwlUcwI-00:02:15.259-00:02:17.846	poWavwlUcwI	00:02:15.259	00:02:17.846	So it's jail time.	so it 's jail time		train	2.586999999999989	5
poWavwlUcwI-00:02:07.960-00:02:15.259	poWavwlUcwI	00:02:07.960	00:02:15.259	I'd get jail time for cheating and because I violated my oath to be honest.	i 'd get jail time for cheating and because i violated my oath to be honest		train	7.299000000000021	16
poWavwlUcwI-00:01:12.197-00:01:15.784	poWavwlUcwI	00:01:12.197	00:01:15.784	I asked David what he thought about that.	i asked david what he thought about that		train	3.5870000000000037	8
poWavwlUcwI-00:01:50.569-00:01:55.823	poWavwlUcwI	00:01:50.569	00:01:55.823	We do watch each other and if we notice mistakes, we will help each other out.	we do watch each other and if we notice mistakes we will help each other out		train	5.254000000000005	16
poWavwlUcwI-00:01:46.564-00:01:50.569	poWavwlUcwI	00:01:46.564	00:01:50.569	Insulting us by saying we are dishonest and cheating.	insulting us by saying we are dishonest and cheating		train	4.00500000000001	9
poWavwlUcwI-00:01:42.852-00:01:46.564	poWavwlUcwI	00:01:42.852	00:01:46.564	So I feel he is insulting us!	so i feel he is insulting us		train	3.711999999999989	7
poWavwlUcwI-00:01:32.801-00:01:34.719	poWavwlUcwI	00:01:32.801	00:01:34.719	We work together.	we work together		train	1.917999999999992	3
poWavwlUcwI-00:01:30.632-00:01:32.801	poWavwlUcwI	00:01:30.632	00:01:32.801	Whether they are Democratic or Republican, I don't know.	whether they are democratic or republican i do n't know		train	2.168999999999997	10
poWavwlUcwI-00:01:29.088-00:01:30.632	poWavwlUcwI	00:01:29.088	00:01:30.632	I don't know.	i do n't know		train	1.5440000000000111	4
poWavwlUcwI-00:01:25.793-00:01:29.088	poWavwlUcwI	00:01:25.793	00:01:29.088	I don't know which party member they are.	i do n't know which party member they are		train	3.2949999999999875	9
poWavwlUcwI-00:01:55.823-00:01:59.076	poWavwlUcwI	00:01:55.823	00:01:59.076	That's all.	that 's all		train	3.252999999999986	3
u919vf-yghQ-00:16:46.422-00:16:52.385	u919vf-yghQ	00:16:46.422	00:16:52.385	What meaningful action are you asking for from the global community?	what meaningful action are you asking for from the global community		train	5.962999999999965	11
u919vf-yghQ-00:16:43.376-00:16:46.422	u919vf-yghQ	00:16:43.376	00:16:46.422	We want to prevent that from happening.	we want to prevent that from happening		train	3.046000000000049	7
u919vf-yghQ-00:16:41.041-00:16:43.376	u919vf-yghQ	00:16:41.041	00:16:43.376	We don't want China taking over.	we do n't want china taking over		train	2.3350000000000364	7
u919vf-yghQ-00:16:35.702-00:16:41.041	u919vf-yghQ	00:16:35.702	00:16:41.041	We must change Hong Kong's system.	we must change hong kong's system		train	5.338999999999942	6
u919vf-yghQ-00:16:29.947-00:16:35.702	u919vf-yghQ	00:16:29.947	00:16:35.702	All these people of Hong Kong wanted to fight for their rights.	all these people of hong kong wanted to fight for their rights		train	5.754999999999996	12
u919vf-yghQ-00:16:28.361-00:16:29.947	u919vf-yghQ	00:16:28.361	00:16:29.947	It was a really great feeling.	it was a really great feeling		train	1.5860000000000127	6
u919vf-yghQ-00:16:24.857-00:16:28.361	u919vf-yghQ	00:16:24.857	00:16:28.361	We all helped each other and worked together.	we all helped each other and worked together		train	3.504000000000019	8
u919vf-yghQ-00:15:55.412-00:16:01.418	u919vf-yghQ	00:15:55.412	00:16:01.418	The deaf people were watching and following the crowd's lead.	the deaf people were watching and following the crowd 's lead		train	6.005999999999972	11
u919vf-yghQ-00:15:50.658-00:15:55.412	u919vf-yghQ	00:15:50.658	00:15:55.412	All these people were so scared, and they just ran.	all these people were so scared and they just ran		train	4.754000000000019	10
u919vf-yghQ-00:15:28.217-00:15:29.845	u919vf-yghQ	00:15:28.217	00:15:29.845	Pretty intense.	pretty intense		train	1.6280000000000427	2
u919vf-yghQ-00:15:07.947-00:15:10.908	u919vf-yghQ	00:15:07.947	00:15:10.908	About 150 of them.	about 150 of them		train	2.9610000000000127	4
u919vf-yghQ-00:14:50.014-00:14:57.395	u919vf-yghQ	00:14:50.014	00:14:57.395	Some deaf people have hearing allies and they stick together.	some deaf people have hearing allies and they stick together		train	7.380999999999972	10
u919vf-yghQ-00:14:46.134-00:14:50.014	u919vf-yghQ	00:14:46.134	00:14:50.014	Do you mind explaining that?	do you mind explaining that		train	3.879999999999996	5
u919vf-yghQ-00:14:42.673-00:14:46.134	u919vf-yghQ	00:14:42.673	00:14:46.134	How are you dealing with police violence?	how are you dealing with police violence		train	3.4610000000000127	7
u919vf-yghQ-00:14:37.418-00:14:42.673	u919vf-yghQ	00:14:37.418	00:14:42.673	It's been helpful for Deaf people and they get be more involved in the action, in the march.	it 's been helpful for deaf people and they get be more involved in the action in the march		train	5.254999999999996	19
u919vf-yghQ-00:14:30.744-00:14:37.418	u919vf-yghQ	00:14:30.744	00:14:37.418	Hearing people could help by keeping us informed like with the march, the reason behind it and everything.	hearing people could help by keeping us informed like with the march the reason behind it and everything		train	6.673999999999978	18
u919vf-yghQ-00:17:10.069-00:17:16.160	u919vf-yghQ	00:17:10.069	00:17:16.160	If that bill were to pass, then our economy and trading would fail.	if that bill were to pass then our economy and trading would fail		train	6.091000000000122	13
u919vf-yghQ-00:17:18.037-00:17:20.663	u919vf-yghQ	00:17:18.037	00:17:20.663	Thank you for sharing your stories.	thank you for sharing your stories		train	2.6259999999999764	6
UBHIPWeJzUE-00:02:41.828-00:02:43.462	UBHIPWeJzUE	00:02:41.828	00:02:43.462	He smiled.	he smiled		train	1.633999999999986	2
UBHIPWeJzUE-00:01:25.152-00:01:31.924	UBHIPWeJzUE	00:01:25.152	00:01:31.924	Trump was asked what his plan is to make healthcare affordable.	trump was asked what his plan is to make healthcare affordable		train	6.772000000000006	11
